respondent_id,h1n1_vaccine,seasonal_vaccine
50456,0.15,0.15
50457,0.02,0.28
50458,0.07,0.77
50459,0.47,0.74
50460,0.15,0.36
50461,0.66,0.51
50462,0.31,0.52
50463,0.02,0.16
50464,0.15,0.43
50465,0.19,0.1
50466,0.18,0.27
50467,0.64,0.51
50468,0.09,0.1
50469,0.42,0.41
50470,0.08,0.17
50471,0.48,0.71
50472,0.14,0.82
50473,0.54,0.71
50474,0.7,0.98
50475,0.13,0.85
50476,0.05,0.27
50477,0.01,0.35
50478,0.01,0.23
50479,0.23,0.24
50480,0.01,0.46
50481,0.3,0.6
50482,0.39,0.26
50483,0.1,0.23
50484,0.09,0.23
50485,0.18,0.23
50486,0.03,1.01
50487,0.16,0.13
50488,0.19,0.83
50489,0.01,0.69
50490,0.12,0.29
50491,0.19,0.36
50492,0.16,0.28
50493,0.1,0.65
50494,0.3,0.21
50495,0.68,0.95
50496,0.29,0.63
50497,0.07,0.19
50498,0.02,0.29
50499,0.16,0.58
50500,0.73,0.93
50501,0.02,0.21
50502,0.17,0.46
50503,0.1,0.03
50504,0.33,0.74
50505,0.07,0.06
50506,0.22,0.25
50507,0.18,0.12
50508,0.15,0.06
50509,0.5,0.13
50510,0.02,0.43
50511,0.1,0.65
50512,0.09,0.18
50513,0.25,0.33
50514,0.49,0.76
50515,0.05,0.01
50516,0.49,0.49
50517,0.0,0.18
50518,0.06,0.47
50519,0.06,0.21
50520,0.16,0.38
50521,0.5,0.33
50522,0.54,0.92
50523,0.16,0.75
50524,0.15,0.06
50525,0.13,0.83
50526,0.02,0.58
50527,0.07,0.35
50528,0.01,0.24
50529,0.18,0.27
50530,0.26,0.99
50531,0.56,0.77
50532,0.08,0.18
50533,0.21,0.28
50534,0.08,0.07
50535,0.2,0.08
50536,0.15,0.28
50537,0.13,0.32
50538,0.31,0.37
50539,0.05,0.35
50540,0.26,0.56
50541,0.03,0.79
50542,0.23,0.53
50543,0.62,0.7
50544,0.17,0.02
50545,0.39,0.31
50546,0.16,0.4
50547,0.17,0.54
50548,0.75,0.95
50549,0.36,0.2
50550,0.23,0.7
50551,0.07,0.92
50552,0.52,0.65
50553,0.1,0.17
50554,0.2,0.36
50555,0.76,0.89
50556,0.21,0.35
50557,0.04,0.07
50558,0.16,0.01
50559,0.68,0.93
50560,0.34,1.15
50561,0.0,0.3
50562,0.06,0.42
50563,0.14,0.21
50564,0.24,0.9
50565,0.27,0.88
50566,0.15,0.65
50567,0.65,0.15
50568,0.08,0.46
50569,0.12,0.02
50570,0.34,0.53
50571,0.0,0.25
50572,0.02,0.08
50573,0.12,0.59
50574,0.28,0.63
50575,0.07,0.23
50576,0.02,0.28
50577,0.05,0.78
50578,0.22,0.76
50579,0.05,0.2
50580,0.3,0.27
50581,0.42,0.6
50582,0.14,0.29
50583,0.06,0.32
50584,0.25,0.28
50585,0.18,0.17
50586,0.13,0.6
50587,0.0,0.13
50588,0.51,0.65
50589,0.31,0.71
50590,0.65,0.94
50591,0.1,0.22
50592,0.32,0.83
50593,0.21,0.49
50594,0.35,0.39
50595,0.19,0.61
50596,0.13,0.25
50597,0.32,0.41
50598,0.16,0.2
50599,0.22,1.12
50600,0.58,0.24
50601,0.19,0.45
50602,0.61,0.59
50603,0.03,0.21
50604,0.39,0.54
50605,0.4,0.14
50606,0.21,0.21
50607,0.19,0.19
50608,0.19,0.18
50609,0.06,0.3
50610,0.02,0.16
50611,0.27,0.29
50612,0.02,0.32
50613,0.14,0.48
50614,0.24,0.38
50615,0.07,0.12
50616,0.1,0.24
50617,0.4,0.76
50618,0.24,0.38
50619,0.39,0.9
50620,0.02,0.8
50621,0.16,0.4
50622,0.13,0.21
50623,0.02,0.09
50624,0.4,0.64
50625,0.01,0.15
50626,0.11,0.34
50627,0.14,0.59
50628,0.35,0.48
50629,0.24,0.78
50630,0.18,1.09
50631,0.09,0.4
50632,0.23,0.61
50633,0.22,0.42
50634,0.33,0.57
50635,0.33,0.82
50636,0.19,0.53
50637,0.05,0.3
50638,0.17,0.55
50639,0.35,0.59
50640,0.07,0.31
50641,0.04,0.12
50642,0.2,0.24
50643,0.45,0.96
50644,0.06,0.55
50645,0.24,0.54
50646,0.29,0.44
50647,0.16,0.34
50648,0.18,0.78
50649,0.23,0.19
50650,0.13,0.45
50651,0.32,0.49
50652,0.32,0.34
50653,0.42,0.74
50654,0.03,0.29
50655,0.66,0.78
50656,0.04,0.36
50657,0.07,0.21
50658,0.14,0.38
50659,0.12,0.67
50660,0.54,0.66
50661,0.55,0.81
50662,0.18,0.33
50663,0.85,1.03
50664,0.01,0.03
50665,0.27,0.44
50666,0.56,0.71
50667,0.6,0.65
50668,0.12,0.41
50669,0.64,0.73
50670,0.24,0.17
50671,0.1,0.34
50672,0.08,0.66
50673,0.15,0.45
50674,0.0,0.36
50675,0.21,0.49
50676,0.15,0.81
50677,0.61,0.91
50678,0.21,0.39
50679,0.3,0.13
50680,0.07,0.31
50681,0.02,0.01
50682,0.45,0.68
50683,0.27,0.46
50684,0.0,0.03
50685,0.2,0.07
50686,0.47,0.75
50687,0.13,0.0
50688,0.92,1.19
50689,0.15,0.39
50690,0.72,1.02
50691,0.57,0.27
50692,0.29,0.44
50693,0.31,0.78
50694,0.24,1.1
50695,0.05,0.12
50696,0.06,0.6
50697,0.2,0.57
50698,0.09,0.35
50699,0.2,0.49
50700,0.04,0.32
50701,0.31,0.77
50702,0.18,0.96
50703,0.18,0.87
50704,0.45,0.63
50705,0.03,0.83
50706,0.01,0.37
50707,0.17,0.29
50708,0.43,0.56
50709,0.19,0.42
50710,0.5,0.62
50711,0.22,0.28
50712,0.15,0.14
50713,0.08,0.03
50714,0.38,0.73
50715,0.15,0.56
50716,0.53,0.6
50717,0.31,0.46
50718,0.7,0.63
50719,0.21,0.35
50720,0.56,0.86
50721,0.2,0.18
50722,0.02,0.2
50723,0.07,0.44
50724,0.53,0.59
50725,0.02,0.23
50726,0.15,0.17
50727,0.14,0.19
50728,0.07,0.95
50729,0.02,0.01
50730,0.04,0.32
50731,0.06,0.39
50732,0.12,0.52
50733,0.35,0.62
50734,0.31,0.56
50735,0.01,0.03
50736,0.1,0.7
50737,0.15,0.51
50738,0.14,0.3
50739,0.14,0.05
50740,0.16,0.98
50741,0.07,0.4
50742,0.18,0.58
50743,0.4,0.96
50744,0.09,0.38
50745,0.09,0.43
50746,0.1,0.48
50747,0.06,0.12
50748,0.1,0.23
50749,0.22,0.29
50750,0.07,0.31
50751,0.08,0.28
50752,0.16,0.45
50753,0.45,0.49
50754,0.33,0.4
50755,0.32,0.87
50756,0.89,1.1
50757,0.33,0.65
50758,0.09,0.14
50759,0.25,0.42
50760,0.11,0.05
50761,0.63,0.63
50762,0.15,0.44
50763,0.12,0.13
50764,0.23,1.01
50765,0.05,0.21
50766,0.1,0.19
50767,0.12,0.1
50768,0.04,0.42
50769,0.36,0.29
50770,0.09,0.26
50771,0.03,0.56
50772,0.45,0.28
50773,0.5,0.8
50774,0.2,0.18
50775,0.35,0.36
50776,0.6,0.82
50777,0.41,0.69
50778,0.2,0.36
50779,0.47,0.46
50780,0.4,0.34
50781,0.19,0.38
50782,0.7,0.96
50783,0.41,0.57
50784,0.13,0.76
50785,0.5,0.86
50786,0.06,0.34
50787,0.04,1.02
50788,0.05,0.09
50789,0.43,0.6
50790,0.21,0.4
50791,0.23,0.38
50792,0.07,0.8
50793,0.2,0.67
50794,0.05,0.09
50795,0.15,0.28
50796,0.05,0.04
50797,0.14,0.47
50798,0.21,0.68
50799,0.11,0.65
50800,0.12,0.19
50801,0.07,0.49
50802,0.05,0.2
50803,0.14,0.27
50804,0.6,0.19
50805,0.13,0.3
50806,0.01,0.06
50807,0.14,0.47
50808,0.2,0.7
50809,0.26,1.18
50810,0.02,0.43
50811,0.43,0.79
50812,0.02,0.21
50813,0.05,0.8
50814,0.38,0.52
50815,0.72,0.81
50816,0.73,1.04
50817,0.3,0.64
50818,0.13,0.15
50819,0.28,0.53
50820,0.46,1.04
50821,0.02,0.09
50822,0.2,0.72
50823,0.12,0.23
50824,0.06,0.88
50825,0.17,0.39
50826,0.03,0.46
50827,0.15,0.61
50828,0.04,0.14
50829,0.24,0.61
50830,0.24,0.58
50831,0.01,0.77
50832,0.27,0.09
50833,0.15,0.29
50834,0.53,0.67
50835,0.29,0.89
50836,0.06,0.1
50837,0.09,0.02
50838,0.31,0.42
50839,0.14,0.18
50840,0.19,0.35
50841,0.66,0.71
50842,0.07,0.1
50843,0.09,0.01
50844,0.04,0.27
50845,0.06,0.11
50846,0.19,0.53
50847,0.16,0.01
50848,0.68,0.63
50849,0.1,0.06
50850,0.19,0.29
50851,0.03,0.1
50852,0.22,0.36
50853,0.11,0.05
50854,0.06,0.39
50855,0.05,0.36
50856,0.87,1.08
50857,0.13,0.34
50858,0.06,0.12
50859,0.33,0.29
50860,0.05,0.12
50861,0.23,0.67
50862,0.31,0.65
50863,0.04,0.65
50864,0.17,0.21
50865,0.51,0.48
50866,0.31,0.35
50867,0.65,0.53
50868,0.09,0.56
50869,0.21,0.35
50870,0.16,0.41
50871,0.06,0.42
50872,0.02,0.36
50873,0.39,1.18
50874,0.73,0.88
50875,0.46,0.93
50876,0.05,0.13
50877,0.59,0.78
50878,0.24,0.53
50879,0.09,0.27
50880,0.1,0.04
50881,0.06,0.09
50882,0.87,1.05
50883,0.06,0.44
50884,0.13,0.13
50885,0.49,1.1
50886,0.35,0.68
50887,0.06,0.34
50888,0.06,0.28
50889,0.61,0.91
50890,0.2,0.31
50891,0.24,0.49
50892,0.49,0.01
50893,0.21,0.44
50894,0.18,0.79
50895,0.07,0.19
50896,0.02,0.24
50897,0.21,0.18
50898,0.31,0.76
50899,0.16,0.02
50900,0.28,0.49
50901,0.14,0.16
50902,0.58,0.85
50903,0.13,0.27
50904,0.66,0.91
50905,0.33,0.65
50906,0.18,0.53
50907,0.25,0.41
50908,0.18,0.22
50909,0.51,0.75
50910,0.2,0.0
50911,0.07,0.34
50912,0.71,0.95
50913,0.21,0.57
50914,0.01,0.3
50915,0.01,0.04
50916,0.18,0.26
50917,0.12,0.16
50918,0.13,0.58
50919,0.21,0.29
50920,0.0,0.75
50921,0.05,0.29
50922,0.75,0.95
50923,0.09,0.29
50924,0.16,0.7
50925,0.1,0.96
50926,0.77,1.09
50927,0.07,0.07
50928,0.17,0.26
50929,0.13,1.0
50930,0.15,0.06
50931,0.08,0.45
50932,0.39,0.61
50933,0.21,0.17
50934,0.35,0.21
50935,0.08,0.29
50936,0.02,0.03
50937,0.12,0.34
50938,0.19,0.97
50939,0.23,0.21
50940,0.27,0.12
50941,0.04,0.33
50942,0.13,0.03
50943,0.68,0.85
50944,0.1,0.15
50945,0.14,0.06
50946,0.51,0.42
50947,0.19,0.92
50948,0.09,0.47
50949,0.66,0.84
50950,0.58,0.28
50951,0.03,0.12
50952,0.15,0.14
50953,0.23,0.49
50954,0.28,0.93
50955,0.06,0.34
50956,0.05,0.06
50957,0.65,0.88
50958,0.4,0.79
50959,0.22,0.28
50960,0.26,0.2
50961,0.18,0.1
50962,0.53,0.74
50963,0.34,0.83
50964,0.13,0.82
50965,0.06,0.4
50966,0.02,0.19
50967,0.54,0.77
50968,0.22,0.99
50969,0.33,0.72
50970,0.57,0.82
50971,0.0,0.63
50972,0.22,0.67
50973,0.23,0.31
50974,0.47,0.79
50975,0.15,0.34
50976,0.33,1.12
50977,0.03,0.61
50978,0.18,0.76
50979,0.65,0.73
50980,0.2,0.43
50981,0.26,0.6
50982,0.16,0.38
50983,0.06,0.92
50984,0.25,0.89
50985,0.09,0.27
50986,0.61,0.66
50987,0.06,0.58
50988,0.21,0.66
50989,0.07,0.44
50990,0.33,0.55
50991,0.18,0.34
50992,0.08,0.47
50993,0.04,0.28
50994,0.09,0.38
50995,0.08,0.33
50996,0.02,0.05
50997,0.29,0.14
50998,0.48,0.82
50999,0.5,0.51
51000,0.05,0.26
51001,0.03,0.31
51002,0.08,0.48
51003,0.59,0.74
51004,0.11,0.39
51005,0.02,0.36
51006,0.17,0.0
51007,0.22,0.48
51008,0.05,0.29
51009,0.51,0.84
51010,0.19,0.34
51011,0.36,0.6
51012,0.06,0.37
51013,0.82,0.82
51014,0.2,0.6
51015,0.51,0.77
51016,0.1,0.07
51017,0.07,0.71
51018,0.26,1.04
51019,0.52,0.29
51020,0.16,0.58
51021,0.13,0.28
51022,0.03,0.11
51023,0.47,0.53
51024,0.25,0.67
51025,0.04,0.25
51026,0.03,0.13
51027,0.29,0.73
51028,0.13,0.08
51029,0.14,0.13
51030,0.31,0.62
51031,0.06,0.09
51032,0.25,0.47
51033,0.22,0.47
51034,0.02,0.24
51035,0.27,0.4
51036,0.32,0.84
51037,0.27,0.45
51038,0.07,0.63
51039,0.05,0.74
51040,0.38,0.22
51041,0.13,0.67
51042,0.2,0.47
51043,0.13,0.56
51044,0.3,0.43
51045,0.26,0.31
51046,0.12,0.44
51047,0.37,0.79
51048,0.51,0.9
51049,0.32,0.31
51050,0.05,0.38
51051,0.12,0.09
51052,1.01,0.89
51053,0.02,0.47
51054,0.13,0.21
51055,0.76,0.9
51056,0.34,0.58
51057,0.17,0.49
51058,0.67,0.89
51059,0.38,0.46
51060,0.08,0.35
51061,0.71,0.33
51062,0.13,0.02
51063,0.12,0.4
51064,0.5,0.63
51065,0.11,0.31
51066,0.48,0.92
51067,0.04,0.3
51068,0.11,0.36
51069,0.12,0.31
51070,0.33,0.45
51071,0.74,1.03
51072,0.01,0.07
51073,0.12,0.09
51074,0.11,0.48
51075,0.03,0.13
51076,0.07,0.08
51077,0.12,0.84
51078,0.04,0.21
51079,0.11,0.26
51080,0.45,0.03
51081,0.48,0.62
51082,0.12,0.04
51083,0.41,1.0
51084,0.2,0.35
51085,0.13,0.29
51086,0.39,0.35
51087,0.2,0.47
51088,0.26,0.47
51089,0.5,0.54
51090,0.07,0.17
51091,0.77,0.92
51092,0.02,0.21
51093,0.58,0.8
51094,0.1,0.04
51095,0.32,0.41
51096,0.08,0.29
51097,0.23,0.98
51098,0.22,0.5
51099,0.07,0.33
51100,0.19,0.14
51101,0.19,0.87
51102,0.1,0.14
51103,0.51,0.67
51104,0.44,0.59
51105,0.01,0.26
51106,0.43,0.69
51107,0.03,0.33
51108,0.07,0.73
51109,0.56,0.37
51110,0.25,0.96
51111,0.49,0.72
51112,0.8,1.11
51113,0.53,0.81
51114,0.1,0.41
51115,0.58,0.92
51116,0.2,0.85
51117,0.23,0.63
51118,0.03,0.06
51119,0.79,0.96
51120,0.25,0.28
51121,0.02,0.44
51122,0.24,0.53
51123,0.28,0.53
51124,0.14,0.94
51125,0.33,0.47
51126,0.0,0.37
51127,0.15,0.4
51128,0.09,0.08
51129,0.07,0.13
51130,0.09,0.25
51131,0.53,0.77
51132,0.0,0.43
51133,0.25,0.67
51134,0.43,0.62
51135,0.12,0.16
51136,0.23,1.1
51137,0.38,0.59
51138,0.65,0.78
51139,0.25,0.36
51140,0.15,0.32
51141,0.03,0.79
51142,0.69,0.23
51143,0.41,0.47
51144,0.06,0.37
51145,0.05,0.17
51146,0.38,0.74
51147,0.28,0.68
51148,0.11,0.97
51149,0.06,0.28
51150,0.54,0.64
51151,0.13,0.64
51152,0.23,0.44
51153,0.08,0.09
51154,0.15,0.13
51155,0.11,0.27
51156,0.41,0.86
51157,0.2,0.34
51158,0.34,0.34
51159,0.26,0.36
51160,0.63,0.93
51161,0.5,0.64
51162,0.04,0.23
51163,0.08,0.32
51164,0.31,0.66
51165,0.0,0.34
51166,0.13,0.36
51167,0.41,0.68
51168,0.02,0.21
51169,0.26,0.5
51170,0.21,0.31
51171,0.12,0.61
51172,0.01,0.35
51173,0.15,0.02
51174,0.09,0.37
51175,0.06,0.45
51176,0.18,0.22
51177,0.43,0.6
51178,0.43,0.44
51179,0.25,0.34
51180,0.03,0.32
51181,0.39,0.51
51182,0.14,0.19
51183,0.14,0.24
51184,0.04,0.24
51185,0.2,0.17
51186,0.15,0.33
51187,0.14,0.37
51188,0.26,0.28
51189,0.63,0.48
51190,0.19,0.3
51191,0.21,1.11
51192,0.46,0.91
51193,0.35,0.65
51194,0.05,0.34
51195,0.57,0.24
51196,0.13,0.37
51197,0.15,0.55
51198,0.11,0.21
51199,0.16,0.27
51200,0.19,0.18
51201,0.25,1.03
51202,0.51,0.33
51203,0.39,0.49
51204,0.02,0.49
51205,0.23,0.42
51206,0.16,0.04
51207,0.33,0.67
51208,0.44,0.42
51209,0.04,0.17
51210,0.32,0.81
51211,0.29,0.43
51212,0.14,0.01
51213,0.11,0.08
51214,0.23,0.02
51215,0.42,0.46
51216,0.44,0.66
51217,0.47,0.72
51218,0.41,0.94
51219,0.02,0.46
51220,0.27,0.61
51221,0.04,0.28
51222,0.28,0.02
51223,0.12,0.73
51224,0.06,0.22
51225,0.07,0.22
51226,0.64,0.84
51227,0.36,0.64
51228,0.31,0.47
51229,0.29,0.96
51230,0.21,0.36
51231,0.24,0.27
51232,0.25,0.04
51233,0.04,0.07
51234,0.02,0.24
51235,0.3,0.45
51236,0.02,0.35
51237,0.12,0.75
51238,0.18,0.45
51239,0.35,0.12
51240,0.47,0.78
51241,0.09,0.09
51242,0.16,0.27
51243,0.06,0.37
51244,0.23,0.59
51245,0.06,0.11
51246,0.07,1.0
51247,0.12,0.11
51248,0.25,0.17
51249,0.71,0.87
51250,0.29,0.21
51251,0.33,0.46
51252,0.19,0.28
51253,0.08,0.27
51254,0.3,0.36
51255,0.05,0.2
51256,0.21,0.38
51257,0.75,0.99
51258,0.1,0.49
51259,0.21,0.27
51260,0.14,0.54
51261,0.15,0.24
51262,0.18,0.42
51263,0.14,0.18
51264,0.06,0.01
51265,0.17,0.25
51266,0.13,0.01
51267,0.21,0.48
51268,0.07,0.78
51269,0.07,0.52
51270,0.1,0.55
51271,0.09,0.16
51272,0.02,0.26
51273,0.52,0.36
51274,0.04,0.06
51275,0.22,0.38
51276,0.33,0.51
51277,0.17,0.11
51278,0.03,0.2
51279,0.2,0.48
51280,0.25,0.41
51281,0.44,0.71
51282,0.48,0.58
51283,0.02,0.69
51284,0.57,1.01
51285,0.18,0.41
51286,0.0,0.08
51287,0.15,0.17
51288,0.49,0.71
51289,0.52,0.56
51290,0.06,0.02
51291,0.6,0.73
51292,0.21,0.49
51293,0.05,0.93
51294,0.18,0.07
51295,0.09,0.55
51296,0.15,0.91
51297,0.53,0.8
51298,0.49,0.63
51299,0.06,0.9
51300,0.33,0.75
51301,0.12,0.33
51302,0.25,0.7
51303,0.23,0.44
51304,0.04,0.96
51305,0.27,0.39
51306,0.57,0.8
51307,0.38,0.6
51308,0.4,0.51
51309,0.08,0.17
51310,0.36,1.09
51311,0.1,0.82
51312,0.37,0.6
51313,0.06,0.2
51314,0.08,0.63
51315,0.39,0.54
51316,0.12,0.75
51317,0.58,0.42
51318,0.06,0.34
51319,0.29,0.69
51320,0.02,0.16
51321,0.19,0.38
51322,0.18,0.23
51323,0.78,0.94
51324,0.09,0.27
51325,0.16,0.52
51326,0.21,0.38
51327,0.32,0.13
51328,0.1,0.15
51329,0.2,0.42
51330,0.19,0.37
51331,0.06,0.55
51332,0.21,0.65
51333,0.22,0.94
51334,0.22,0.42
51335,0.13,0.24
51336,0.26,0.45
51337,0.55,0.92
51338,0.03,0.21
51339,0.14,0.49
51340,0.48,0.69
51341,0.08,0.55
51342,0.12,0.31
51343,0.86,0.86
51344,0.09,0.23
51345,0.17,0.52
51346,0.5,0.65
51347,0.4,0.75
51348,0.01,0.58
51349,0.0,0.49
51350,0.04,0.25
51351,0.25,0.68
51352,0.08,0.1
51353,0.19,0.32
51354,0.03,0.1
51355,0.11,0.26
51356,0.48,0.66
51357,0.12,0.1
51358,0.01,0.43
51359,0.07,0.24
51360,0.08,0.06
51361,0.11,0.01
51362,0.2,0.36
51363,0.28,0.38
51364,0.11,0.11
51365,0.09,0.25
51366,0.12,0.35
51367,0.11,0.24
51368,0.13,0.61
51369,0.14,0.29
51370,0.13,0.03
51371,0.78,0.95
51372,0.2,0.11
51373,0.13,0.63
51374,0.08,0.17
51375,0.46,0.85
51376,0.15,1.02
51377,0.19,0.0
51378,0.69,0.43
51379,0.3,0.53
51380,0.32,0.58
51381,0.27,1.05
51382,0.21,0.62
51383,0.35,0.4
51384,0.15,0.21
51385,0.11,0.39
51386,0.05,0.22
51387,0.06,0.79
51388,0.27,0.65
51389,0.03,0.08
51390,0.36,1.11
51391,0.06,0.36
51392,0.22,0.34
51393,0.03,0.6
51394,0.44,0.55
51395,0.14,0.36
51396,0.19,0.21
51397,0.13,0.23
51398,0.27,0.52
51399,0.28,0.83
51400,0.27,0.42
51401,0.19,0.76
51402,0.41,0.42
51403,0.15,0.61
51404,0.08,0.32
51405,0.14,0.68
51406,0.26,0.35
51407,0.3,0.67
51408,0.76,1.12
51409,0.09,0.01
51410,0.34,0.7
51411,0.19,0.1
51412,0.08,0.49
51413,0.05,0.28
51414,0.21,0.71
51415,0.19,0.39
51416,0.25,0.51
51417,0.04,0.06
51418,0.17,0.48
51419,0.09,0.0
51420,0.05,0.32
51421,0.02,0.29
51422,0.29,0.06
51423,0.13,0.06
51424,0.55,0.6
51425,0.18,0.19
51426,0.17,0.27
51427,0.16,0.47
51428,0.03,0.33
51429,0.28,0.6
51430,0.04,0.55
51431,0.23,0.28
51432,0.16,0.27
51433,0.02,0.92
51434,0.42,0.74
51435,0.08,0.35
51436,0.01,0.54
51437,0.47,0.59
51438,0.39,0.86
51439,0.14,0.51
51440,0.09,0.96
51441,0.62,0.85
51442,0.06,0.46
51443,0.04,0.27
51444,0.06,0.18
51445,0.16,0.29
51446,0.02,0.78
51447,0.03,0.19
51448,0.61,0.56
51449,0.1,0.02
51450,0.01,0.67
51451,0.31,0.68
51452,0.21,0.44
51453,0.07,0.16
51454,0.22,0.34
51455,0.47,0.21
51456,0.24,0.52
51457,0.06,0.54
51458,0.06,0.71
51459,0.2,0.72
51460,0.19,0.53
51461,0.34,0.52
51462,0.49,0.73
51463,0.51,0.75
51464,0.71,0.9
51465,0.24,0.39
51466,0.02,0.06
51467,0.71,1.04
51468,0.29,0.45
51469,0.05,0.23
51470,0.29,0.77
51471,0.03,0.67
51472,0.16,0.1
51473,0.71,0.89
51474,0.57,0.47
51475,0.03,0.45
51476,0.18,0.29
51477,0.3,0.86
51478,0.24,0.52
51479,0.43,0.72
51480,0.6,0.94
51481,0.24,0.45
51482,0.05,0.18
51483,0.03,0.53
51484,0.15,0.05
51485,0.12,0.2
51486,0.23,0.45
51487,0.11,0.01
51488,0.15,0.19
51489,0.35,0.34
51490,0.15,0.42
51491,0.19,0.38
51492,0.47,0.78
51493,0.33,0.35
51494,0.15,0.86
51495,0.11,0.24
51496,0.31,0.38
51497,0.48,0.68
51498,0.44,0.91
51499,0.08,0.1
51500,0.29,0.65
51501,0.14,0.06
51502,0.43,0.36
51503,0.11,0.68
51504,0.0,0.48
51505,0.05,0.41
51506,0.0,0.67
51507,0.07,0.24
51508,0.08,0.15
51509,0.19,0.13
51510,0.04,0.54
51511,0.12,0.08
51512,0.12,0.87
51513,0.4,0.56
51514,0.19,0.57
51515,0.18,0.55
51516,0.03,0.35
51517,0.13,0.81
51518,0.59,0.83
51519,0.16,0.51
51520,0.38,0.61
51521,0.28,0.44
51522,0.4,0.73
51523,0.44,0.85
51524,0.07,0.03
51525,0.11,0.02
51526,0.6,0.91
51527,0.49,0.59
51528,0.47,0.6
51529,0.06,0.41
51530,0.04,0.33
51531,0.08,0.99
51532,0.47,0.64
51533,0.05,0.03
51534,0.6,0.55
51535,0.21,0.53
51536,0.57,0.69
51537,0.33,1.1
51538,0.08,0.48
51539,0.03,0.89
51540,0.02,0.47
51541,0.06,0.58
51542,0.07,0.15
51543,0.01,0.12
51544,0.06,0.68
51545,0.08,0.97
51546,0.21,0.19
51547,0.78,0.64
51548,0.04,0.66
51549,0.06,0.09
51550,0.05,0.55
51551,0.4,0.62
51552,0.05,0.09
51553,0.07,0.32
51554,0.28,0.05
51555,0.15,0.11
51556,0.59,0.81
51557,0.19,0.16
51558,0.06,0.44
51559,0.12,0.59
51560,0.1,0.31
51561,0.01,0.4
51562,0.11,0.38
51563,0.53,0.68
51564,0.03,0.17
51565,0.01,0.73
51566,0.13,0.15
51567,0.08,0.27
51568,0.59,0.94
51569,0.27,0.3
51570,0.9,1.05
51571,0.34,0.86
51572,0.21,0.4
51573,0.05,0.5
51574,0.06,0.27
51575,0.19,0.97
51576,0.27,1.1
51577,0.08,0.32
51578,0.47,0.62
51579,0.55,0.76
51580,0.14,0.88
51581,0.04,0.15
51582,0.13,0.68
51583,0.12,0.53
51584,0.22,0.39
51585,0.16,0.91
51586,0.72,0.84
51587,0.05,0.25
51588,0.19,0.31
51589,0.39,1.07
51590,0.16,0.69
51591,0.01,0.24
51592,0.23,0.49
51593,0.2,0.39
51594,0.26,0.54
51595,0.3,0.56
51596,0.13,0.27
51597,0.45,0.69
51598,0.09,0.35
51599,0.47,0.84
51600,0.29,0.67
51601,0.03,0.23
51602,0.12,0.01
51603,0.26,0.83
51604,0.78,0.99
51605,0.28,0.24
51606,0.26,0.36
51607,0.72,0.85
51608,0.14,0.02
51609,0.35,0.76
51610,0.19,0.45
51611,0.47,0.71
51612,0.65,0.9
51613,0.49,0.59
51614,0.12,0.05
51615,0.46,0.55
51616,0.07,0.7
51617,0.22,0.47
51618,0.08,0.24
51619,0.15,0.93
51620,0.13,0.04
51621,0.05,0.06
51622,0.7,0.93
51623,0.12,0.44
51624,0.26,0.58
51625,0.25,0.5
51626,0.29,1.06
51627,0.87,0.97
51628,0.13,0.23
51629,0.32,0.66
51630,0.25,0.27
51631,0.13,0.66
51632,0.35,0.05
51633,0.17,0.62
51634,0.01,0.12
51635,0.07,0.18
51636,0.21,0.38
51637,0.08,0.47
51638,0.08,0.25
51639,0.32,0.37
51640,0.4,0.76
51641,0.68,0.91
51642,0.51,0.47
51643,0.05,0.18
51644,0.38,0.57
51645,0.67,0.53
51646,0.2,0.52
51647,0.09,0.05
51648,0.4,0.43
51649,0.14,0.36
51650,0.3,0.98
51651,0.49,0.93
51652,0.06,0.55
51653,0.02,0.3
51654,0.3,0.28
51655,0.53,0.91
51656,0.08,0.29
51657,0.25,0.47
51658,0.05,0.01
51659,0.26,0.4
51660,0.09,0.08
51661,0.08,0.56
51662,0.17,0.94
51663,0.36,0.8
51664,0.06,0.84
51665,0.03,0.4
51666,0.18,0.36
51667,0.69,0.95
51668,0.64,0.62
51669,0.15,0.4
51670,0.36,0.66
51671,0.31,0.22
51672,0.29,0.58
51673,0.04,0.16
51674,0.31,0.46
51675,0.18,0.8
51676,0.64,0.89
51677,0.06,0.38
51678,0.65,0.92
51679,0.16,0.38
51680,0.28,0.43
51681,0.08,1.0
51682,0.06,0.1
51683,0.18,0.39
51684,0.27,0.61
51685,0.07,0.51
51686,0.08,1.05
51687,0.06,0.23
51688,0.21,0.94
51689,0.09,0.17
51690,0.0,0.26
51691,0.05,0.21
51692,0.11,0.19
51693,0.05,0.16
51694,0.02,0.19
51695,0.07,0.5
51696,0.05,0.09
51697,0.08,0.2
51698,0.28,0.8
51699,0.15,0.26
51700,0.54,0.96
51701,0.39,0.55
51702,0.08,0.05
51703,0.94,1.28
51704,0.01,0.88
51705,0.08,0.24
51706,0.19,0.43
51707,0.22,0.29
51708,0.09,0.77
51709,0.04,0.41
51710,0.1,0.34
51711,0.27,0.3
51712,0.2,0.67
51713,0.07,0.28
51714,0.13,0.02
51715,0.02,0.5
51716,0.13,0.62
51717,0.47,0.83
51718,0.13,0.08
51719,0.06,0.18
51720,0.41,0.51
51721,0.3,0.66
51722,0.84,1.09
51723,0.38,0.55
51724,0.44,0.59
51725,0.01,0.22
